temperature,energy,magnetisation,susceptibility,specific_heat
2.07071, -0.844582, 0.884254, 0.700298, 0.217402
2.09091, -0.833559, 0.870126, 1.12363, 0.247467
2.11111, -0.825124, 0.86138, 1.22924, 0.246943
2.13131, -0.815585, 0.850009, 1.30946, 0.26658
2.15152, -0.804668, 0.836962, 1.3433, 0.274009
2.17172, -0.790802, 0.812534, 3.33583, 0.316809
2.19192, -0.779631, 0.800924, 2.89332, 0.341161
2.21212, -0.763494, 0.768969, 4.64484, 0.363883
2.23232, -0.742515, 0.677201, 52.1253, 0.552786
2.25253, -0.727118, 0.665728, 20.9193, 0.494788
2.27273, -0.714989, 0.650286, 12.6523, 0.424738
2.29293, -0.695387, 0.586821, 20.4284, 0.471125
2.31313, -0.66179, -0.0486157, 236.178, 0.407796
2.33333, -0.646778, 0.17501, 123.101, 0.399236
2.35354, -0.631948, 0.0675151, 145.302, 0.329887
2.37374, -0.61741, 0.100262, 80.0929, 0.285748
2.39394, -0.605413, -0.105668, 39.0243, 0.276499
2.41414, -0.592683, -0.0110758, 37.2524, 0.268286
2.43434, -0.582966, -0.0216851, 41.4438, 0.235296
2.45455, -0.57408, 0.0268706, 35.2466, 0.242858
2.47475, -0.56521, 0.0349006, 33.293, 0.217007
2.49495, -0.555592, 0.0212817, 26.6905, 0.207952
2.51515, -0.547354, -0.000754557, 21.3243, 0.202364
2.53535, -0.538178, 0.0112441, 20.0071, 0.214499
2.55556, -0.530681, -0.0239473, 17.2036, 0.18516
2.57576, -0.523603, -0.000617839, 14.7787, 0.184302
2.59596, -0.516202, -0.00157731, 15.8764, 0.175386
2.61616, -0.508462, -0.00749951, 13.4323, 0.173912
2.63636, -0.501626, -0.00413363, 11.5643, 0.165199
2.65657, -0.494825, 0.00478809, 10.7386, 0.155708
2.67677, -0.488581, 0.00525, 9.3789, 0.142204
2.69697, -0.482802, 0.00275423, 9.18825, 0.154734
2.71717, -0.476667, -0.00726221, 8.55034, 0.145129
2.73737, -0.47105, -0.00199056, 7.95834, 0.136865
2.75758, -0.465854, 0.0018903, 7.29392, 0.140053
2.77778, -0.45901, 0.00049056, 6.72527, 0.128322
2.79798, -0.453858, 0.00727246, 7.0549, 0.13598
2.81818, -0.449944, -0.000213867, 6.36461, 0.125514
2.83838, -0.444992, -0.00187679, 5.68249, 0.124264
2.85859, -0.440927, 0.00114242, 6.15134, 0.120422
2.87879, -0.43549, 0.0106494, 4.95507, 0.119214
2.89899, -0.429843, -0.000904948, 4.65251, 0.11478
2.91919, -0.425134, 0.000339681, 4.54745, 0.111495
2.93939, -0.421102, 0.00355257, 4.1695, 0.105361
2.9596, -0.417173, -0.00240609, 4.3265, 0.106214
2.9798, -0.413157, -0.00192464, 4.23431, 0.101524
3, -0.408819, 0.00180355, 3.61026, 0.0974768
